species,Long,Lat
Gomesa flexuosa,-15.159747,-39.039072
Prosthechea calamaria,-23.7138668,-46.4100916
Eulophia alta,-4.530041,-71.61821
Epidendrum nocturnum,-3.1594,-60.0789
Dichaea ancoraelabia,-1.45,-61.6
Muscarella aristata,-0.92,-54.43
Acianthera recurva,-23.565521,-46.724373
Scaphyglottis imbricata,4.0411,-64.5133
Pelexia cuculligera,-17.2,-51.78
Gomesa ramosa,-20.2916152,-43.5082859
Capanemia theresae,-25.4319824,-49.2736973
Habenaria pratensis,-14.466513,-39.036999
Epidendrum amapense,0.47,-53.12
Caularthron bicornutum,-0.434626,-64.669932
Sacoila hassleri,-25.098874,-50.1623574
Habenaria leucosantha,-25.394435,-51.583149
Octomeria crassifolia,-27.77489,-48.694057
Pabstiella wawraeana,-27.834087,-48.62515
Leptotes bicolor,-23.565521,-46.724373
Cleistes humidicola,-25.4807848,-48.8347669
Maxillaria neowiedii,-22.551461,-45.778858
Bulbophyllum tripetalum,-21.723447,-44.98139
Acianthera leptotifolia,-23.565521,-46.724373
Cranichis candida,-22.374281,-44.637876
Octomeria chamaeleptotes,-20.1263,-43.492778
Habenaria piraquarensis,-24.1169629,-49.4639041
Brassavola martiana,-2.825945,-59.170818
Cattleya longipes,-19.82237,-43.67613
Bifrenaria harrisoniae,-25.234872,-50.012929
Psilochilus modestus,-25.0280711,-50.5848862
Cleistes paranaensis,-18.1695681,-47.9468798
Specklinia picta,-2.874818,-60.035284
Encyclia randii,-4.700988,-56.655807
Lankesterella ceracifolia,-24.5132647,-50.4139716
Pabstiella bacillaris,-25.5880831,-49.6362233
Eriopsis altissima,-25.4457835,-49.0636827
Ionopsis utricularioides,-15.159747,-39.039072
Acianthera adamantinensis,-18.18,-43.55
Polystachya foliosa,-1.7691443,-55.866751
Maxillaria friedrichsthalii,-8.2720662,-72.7458528
Brassavola martiana,-7.58,-57.52
Habenaria glaucophylla,-15.7834208,-47.9298727
Ponthieva mandonii,-19.5174009,-43.744901
Prescottia lancifolia,-26.803481,-48.941109
Scaphyglottis stellata,1.18,-52.13
Rodriguezia lanceolata,-10.295101,-69.533531
Acianthera erythrogramma,-2.883333,-59.97
Gomesa riograndensis,-25.930947,-52.075896
Epidendrum ramosum,-23.7138668,-46.4100916
Bifrenaria harrisoniae,-25.0280711,-50.5848862
Epidendrum rigidum,-3.856206,-49.802752
Habenaria hatschbachii,-16.4745127,-54.6365119
Stelis deregularis,-23.5441636,-46.6304064
Octomeria juncifolia,-25.4324846,-48.7122581
Pabstiella calcarata,-21.0838224,-47.1504346
Maxillaria subrepens,2.12,-52.95
Plectrophora iridifolia,-15.4436,-55.7608
Stelis argentata,-0.1483,-66.9356
Bifrenaria inodora,-25.234872,-50.012929
Erycina pusilla,-3.990652,-49.673567
Maxillaria subulata,-22.913514,-43.448386
Epidendrum denticulatum,-22.0141359,-47.8901878
Aspidogyne kuczynskii,-24.0838384,-54.2565318
Epidendrum fulgens,-28.480425,-48.781687
Epidendrum unguiculatum,-9.641374,-68.0108
Epidendrum klotzscheanum,0.804816,-66.006382
Habenaria trifida,-20.4361,-43.773048
Epidendrum durum,-23.5441636,-46.6304064
Epistephium sclerophyllum,-18.9729787,-49.4655833
Epistephium williamsii,-18.57,-43.68
Polystachya foliosa,-2.2761,-61.0242
Habenaria obtusa,-14.1361864,-47.5101417
Veyretia aphylla,1.75,-50.97
Habenaria longicauda,-7.23797,-64.798211
Campylocentrum grisebachii,-23.565521,-46.724373
Echinosepala aspasicensis,0.85,-63.37
Epidendrum flexuosum,-11.024918,-58.380441
Pescatoria violacea,2.45,-60.208
Cattleya crispata,-18.449581,-43.6557937
Lepanthes helicocephala,-8.2720662,-72.7458528
Maxillaria subrepens,-8.2064,-72.9842
Caularthron bicornutum,-2.7525729,-58.0227837
Epidendrum paniculatum,-29.6422265,-51.0074457
Prescottia oligantha,-25.5241867,-48.5097444
Scaphyglottis stellata,2,-51.958
Cleistes libonii,-22.951176,-43.232881
Ornithocephalus myrticola,-26.801033,-48.930795
Gomesa florida,-25.1941789,-49.314799
Stelis aprica,-20.758024,-42.8818439
Scaphyglottis modesta,-15.15,-39.08
Baskervilla paranaensis,-24.340602,-49.713647
Cleistes silveirana,-23.565521,-46.724373
Prosthechea fragrans,-1.7881,-67.6297
Encyclia advena,-15.7834208,-47.9298727
Habenaria caldensis,-19.1729946,-43.7143985
Specklinia subpicta,-23.7138668,-46.4100916
Sacoila hassleri,-18.43185,-43.392
Epidendrum densiflorum,-8.89724,-65.710216
Cyanaeorchis minor,-15.7834208,-47.9298727
Epidendrum filicaule,-22.9069598,-43.2076685
Prosthechea glumacea,-27.548535,-48.494768
Scaphyglottis stellata,-6.022628,-50.290904
Notylia sagittifera,-6.987642,-62.683954
Phymatidium falcifolium,-22.496706,-43.073169
Octomeria surinamensis,-2.752459,-60.042
Prosthechea bulbosa,-13.7,-41.27
Epidendrum secundum,-13.5828799,-41.8114684
Prosthechea fragrans,-2.931448,-58.953795
Epidendrum elongatum,0.901657,-63.374591
Habenaria gracilis,-18.43185,-43.391944
Encyclia diurna,-12.5669562,-41.3897406
Mesadenella cuspidata,-13.5558621,-52.2688483
Pelexia oestrifera,-25.234872,-50.012929
Epidendrum strobiliferum,-0.969728,-49.924825
Cyrtopodium brandonianum,-25.098874,-50.1623574
Campylocentrum organense,-22.8832604,-42.0183864
Habenaria parviflora,-29.575542,-51.727409
Epidendrum elongatum,-25.8319708,-52.7261395
Maxillaria pacholskii,-0.39705,-65.002456
Habenaria edwallii,-25.3696824,-49.0772833
Habenaria trifida,-15.7834208,-47.9298727
Stelis intermedia,-22.5088534,-43.1784661
Xerorchis trichorhiza,-7.5,-73.73
Cleistes montana,-18.93,-43.4
Campylocentrum pubirhachis,-3.970008,-49.723477
Zygopetalum maculatum,-25.5241867,-48.5097444
Prosthechea aemula,-8.4603,-70.8456
Stelis paraensis,-25.0280711,-50.5848862
Polystachya foliosa,-1.37,-56.9
Gomesa microphyta,-25.0280711,-50.5848862
Epidendrum paranaense,-25.4807848,-48.8347669
Catasetum roseoalbum,-14.239563,-39.015412
Sacoila pedicellata,-15.7834208,-47.9298727
Acianthera octophrys,-22.551461,-45.778858
Sacoila lanceolata,-25.419851,-49.157618
Promenaea xanthina,-23.7138668,-46.4100916
Epidendrum compressum,-1.5,-59.5
Maxillaria subrepens,2.55,-52.53
Gomesa flexuosa,-31.3695387,-51.9789302
Sarcoglottis fasciculata,-16.12,-47.95
Maxillaria picta,-23.6041638,-46.9101259
Stelis ruprechtiana,-26.9120048,-48.6622617
Brassavola flagellaris,-2.306591,-58.726988
Stelis pauciflora,-25.4807848,-48.8347669
Epistephium williamsii,-13.8975815,-47.2651253
Sacoila lanceolata,-24.254964,-49.7062215
Epidendrum tridens,-15.85,-48.78195
Epistephium williamsii,-19.820266,-43.676328
Octomeria colombiana,-2.543057,-60.036491
Erycina pusilla,-25.3107844,-48.3294309
Cattleya esalqueana,-20.1263,-43.492778
Habenaria leucosantha,-15.86231,-56.074969
Cattleya lundii,-15.7834208,-47.9298727
Epidendrum fulgens,-25.892616,-48.580045
Pelexia orthosepala,-25.7735853,-49.7162299
Cattleya intermedia,-29.75136,-51.143791
Vanilla chamissonis,-17.99895,-43.68125
Wullschlaegelia calcarata,-0.4142,-65.0192
Habenaria obtusa,-17.3184346,-53.2161237
Galeandra devoniana,-0.6911,-65.295
Epidendrum dendrobioides,-18.4205,-43.69275
Barbosella cogniauxiana,-25.234872,-50.012929
Epidendrum microphyllum,-1.417,-61.208
Habenaria urbaniana,-14.20708,-47.5167
Cyrtopodium triste,-18.9729787,-49.4655833
Encyclia granitica,-3.766732,-49.663345
Prosthechea fausta,-25.4319824,-49.2736973
Prosthechea fausta,-26.3744914,-50.1448632
Prosthechea vespa,-3.449167,-64.879289
Epidendrum ellipticum,-18.43185,-43.391944
Cattleya bicolor,-15.7834208,-47.9298727
Scuticaria steelei,0.53,-53.13
Habenaria glaucophylla,-15.948311,-47.988069
Epidendrum nocturnum,3.17,-52.32
Epidendrum dichaeoides,-0.1483,-66.9356
Gomesa florida,-25.419851,-49.157618
Myoxanthus exasperatus,-25.5241867,-48.5097444
Cyrtopodium parviflorum,-24.254964,-49.7062215
Cattleya nobilior,-15.8940108,-52.2574556
Octomeria gehrtii,-25.34249,-48.910318
Vanilla palmarum,-9.0693008,-68.6584285
Leptotes bicolor,-23.9196593,-49.6525162
Espinhassoa glaziovii,-18.074161,-43.472661
Cyrtopodium flavum,-16.318065,-39.093328
Cleistes paulensis,-18.358,-43.6836
Epidendrum tridactylum,-27.1022062,-48.9177807
Ionopsis satyrioides,-6.987642,-62.683954
Prosthechea vespa,-2.306591,-58.726988
Pelexia novofriburgensis,-25.4807848,-48.8347669
Habenaria leprieurii,-25.4332793,-50.0070484
Peristylus nanus,-25.892616,-48.580045
Brassavola martiana,-10.2,-59.35
Epidendrum ramosum,-25.4324846,-48.7122581
Epidendrum anceps,1.521,-51.967
Cattleya esalqueana,-18.27,-43.7
Prosthechea fausta,-26.9233033,-49.0663903
Epidendrum dipus,-23.7721442,-52.4450066
Trichocentrum pumilum,-25.234872,-50.012929
Acianthera aphthosa,-22.7041501,-46.7601127
Acianthera auriculata,-25.5385842,-49.2069932
Prosthechea fragrans,-2.905646,-60.088005
Acianthera ciliata,-0.415,-65.0189
Lepanthes pariaensis,0.901657,-63.374591
Aganisia cyanea,-9.773189,-65.298303
Houlletia odoratissima,-15.7834208,-47.9298727
Eriopsis altissima,-2.2761,-61.0242
Trichocentrum pumilum,-15.5,-48.58
Epistephium sclerophyllum,-8.85,-48.52
Cyrtopodium parviflorum,-17.2,-51.78
Anathallis liparanges,-25.5385842,-49.2069932
Gomesa flexuosa,-25.234872,-50.012929
Capanemia superflua,-25.098874,-50.1623574
Aspidogyne peteriana,-16.9606332,-51.8110306
Cattleya violacea,-10.5,-51.5
Sarcoglottis schwackei,-6.401767,-35.004053
Gomesa microphyta,-23.5441636,-46.6304064
Gomesa barbaceniae,-28.3408185,-49.6250379
Maxillaria kegelii,-2.89252,-60.035109
Cattleya coccinea,-25.4457835,-49.0636827
Octomeria concolor,-22.588987,-46.700581
Erycina pusilla,-2.4466662,-54.70898
Acianthera rodriguesii,-25.4457835,-49.0636827
Prosthechea vespa,-25.892616,-48.580045
Vanilla mexicana,-8.3,-72.73
Prosthechea vespa,-10.779865,-65.346537
Grandiphyllum divaricatum,-24.254964,-49.7062215
Cleistes libonii,-23.5441636,-46.6304064
Acianthera luteola,-23.5441636,-46.6304064
Dryadella aviceps,-24.0838384,-54.2565318
Epidendrum latilabre,-25.5241867,-48.5097444
Acianthera strupifolia,-22.9069598,-43.2076685
Maxillaria xylobiiflora,-2.5636,-60.3208
Barbosella australis,-23.7138668,-46.4100916
Cyrtopodium paludicola,-17.1071,-51.816667
Brassavola martiana,-8,-57.08
Stelis intermedia,-25.4807848,-48.8347669
Epidendrum ibaguense,-3.1052811,-60.0262054
Selenipedium palmifolium,3.8,-51.88
Gomesa crispa,-22.9069598,-43.2076685
Cyrtopodium flavum,-25.5241867,-48.5097444
Maxillaria marginata,-25.4119671,-52.4166152
Epidendrum dendrobioides,-13.92497,-47.71316
Prosthechea vespa,0.901657,-63.374591
Pseudolaelia corcovadensis,-18.2531773,-43.6004898
Brassavola martiana,-0.4,-65.03
Epidendrum armeniacum,-25.4324846,-48.7122581
Prosthechea vespa,-4.322019,-52.741628
Scaphyglottis stellata,-7.75,-62.53
Dichaea cogniauxiana,-12.2478,-40.5372
Habenaria parviflora,-27.77489,-48.694057
Peristylus whistleri,-25.448472,-49.154222
Prosthechea glumacea,-25.4807848,-48.8347669
Octomeria alpina,-14.7728,-39.5378
Epidendrum pseudavicula,-25.299294,-49.891776
Epistephium williamsii,-13.9376,-47.5167
Catasetum discolor,-0.931415,-56.93635
Maxillaria neowiedii,-26.1810877,-50.3903793
Habenaria culicina,-16.73193,-47.6
Brachystele dilatata,-23.565521,-46.724373
Acianthera discophylla,1.15767,-62.170135
Maxillaria brasiliensis,-25.522889,-48.326804
Epidendrum purpurascens,-3.764177,-49.559238
Maxillaria auyantepuiensis,-0.326324,-66.830006
Epidendrum filicaule,-24.7041783,-47.5501741
Maxillaria obtusa,-25.548936,-48.631716
Ionopsis satyrioides,-5.8128525,-61.3015866
Acianthera sonderiana,-26.2421851,-51.0788277
Epidendrum latilabre,-27.834087,-48.62515
Epidendrum cinnabarinum,-15.2970178,-39.0751883
Bulbophyllum weddellii,-18.17,-43.55
Prosthechea pachysepala,-18.358,-43.6836
Epistephium williamsii,-16.13,-39.25
Pabstiella pleurothalloides,-23.6638657,-46.5300998
Epidendrum orchidiflorum,-2.584451,-60.031582
Gomesa concolor,-25.4457835,-49.0636827
Catasetum socco,-23.565521,-46.724373
Galeandra devoniana,-0.7686,-62.2208
Habenaria anisitsii,-15.7834208,-47.9298727
Prosthechea bulbosa,-23.7138668,-46.4100916
Gomesa imperatoris-maximiliani,-20.4361,-43.773048
Maxillaria lutescens,-2.755647,-59.915829
Stelis intermedia,-25.4457835,-49.0636827
Macradenia tridentata,-9.4111,-68.1239
Stelis montserratii,-13.25,-41.92
Octomeria fibrifera,-25.5241867,-48.5097444
Skeptrostachys gigantea,-14.1167,-47.58153
Encyclia mapuerae,-2.8275,-60.5089
Gomesa hydrophila,-15.8,-47.97
Prescottia stachyodes,-15.2970178,-39.0751883
Scuticaria irwiniana,-18.43185,-43.391944
Prosthechea vespa,-1.986239,-59.504142
Scaphyglottis emarginata,-1.0542,-57.0486
Cyrtopodium gonzalezii,-15.7834208,-47.9298727
Nohawilliamsia pirarensis,-15.7834208,-47.9298727
Lyroglossa grisebachii,-16.0538443,-48.809142
Capanemia micromera,-23.3541577,-47.6804781
Epidendrum macrocarpum,1.092,-51.808
Cleistes libonii,-24.003914,-46.502069
Octomeria crassifolia,-24.7041783,-47.5501741
Anathallis linearifolia,-23.591462,-46.698324
Epidendrum avicula,-15.948311,-47.988069
Maxillaria parkeri,-1.8742,-59.3986
Galeandra devoniana,-2.825945,-59.170818
Liparis nervosa,-15.85,-48.78195
Oncidium baueri,-1.736043,-46.591256
Polystachya foliosa,-3.300643,-64.780916
Eulophia alta,-25.5241867,-48.5097444
Notylia rhombilabia,-9.75,-69.22
Epistephium sclerophyllum,-14.8737025,-47.4704406
Zygopetalum triste,-20.130068,-43.508849
Bulbophyllum weddellii,-20.23,-43.8
Epidendrum secundum,-23.5441636,-46.6304064
Cyrtopodium vernum,-16.01719,-48.0638
Gomesa ciliata,-15.1544,-39.5311
Scaphyglottis reflexa,4.0411,-64.5133
Habenaria urbaniana,-14.1167,-47.70192
Scaphyglottis reflexa,-25.575152,-48.365093
Gomesa varicosa,-25.5485814,-49.8909409
Habenaria repens,-25.8869914,-48.5749506
Polycycnis surinamensis,-0.326324,-66.830006
Vanilla sprucei,-0.67,-66.75
Epidendrum martianum,-20.1263,-43.492778
Acianthera sonderiana,-23.565521,-46.724373
Prosthechea vespa,-16.9606332,-51.8110306
Habenaria pratensis,-13.2978,-38.9917
Pteroglossa macrantha,-18.9729787,-49.4655833
Cleistes speciosa,-23.5441636,-46.6304064
Habenaria curvilabra,-19.9246081,-43.9380146
Octomeria juncifolia,-27.1022062,-48.9177807
Prescottia plantaginea,-22.992445,-43.595004
Vanilla edwallii,-25.5241867,-48.5097444
Prosthechea fragrans,-7.5095895,-63.0219939
Dichaea trulla,-7.634555,-72.6716458
Maxillaria humilis,-23.565521,-46.724373
Habenaria rupicola,-22.7338533,-45.5903324
Galeandra montana,-20.4748761,-55.7879091
Habenaria heringeri,-15.9434234,-48.2554944
Gomesa florida,-25.4457835,-49.0636827
Mesadenella cuspidata,-30.1181298,-51.3257723
Epidendrum micronocturnum,-2.306591,-58.726988
Sacoila lanceolata,-25.3696824,-49.0772833
Aspidogyne pedicellata,-19.948004,-43.248576
Microchilus arietinus,-25.5241867,-48.5097444
Gomesa longipes,-25.4457835,-49.0636827
Scaphyglottis sickii,-0.4142,-65.0192
Cyclopogon itatiaiensis,-22.7338533,-45.5903324
Epidendrum paniculatum,-23.3541577,-47.6804781
Ornithocephalus myrticola,-27.0608031,-49.518423
Scaphyglottis stellata,-10.85,-68.8
Capanemia micromera,-25.098874,-50.1623574
Epidendrum nocturnum,0.73,-51.37
Koellensteinia tricolor,-15.791769,-48.8091404
Dichaea picta,-0.9997,-56.0783
Habenaria hexaptera,-23.565521,-46.724373
Vanilla palmarum,-16.42,-51.97
Cattleya velutina,-13.0092667,-41.3706394
Gomesa blanchetii,-20.3874,-43.505833
Bulbophyllum pinelianum,1.4,-51.95
Aspidogyne juruenensis,0.95,-51.48
Galeottia jorisiana,0.531955,-65.867369
Habenaria pleiophylla,-25.76408,-48.560466
Habenaria obtusa,-18.9729787,-49.4655833
Habenaria armata,-14.22516,-47.51669
Epidendrum ellipticum,-18.4489,-43.351
Prosthechea fragrans,-14.10395,-39.015311
Habenaria pungens,-15.7834208,-47.9298727
Epidendrum orchidiflorum,-3.764177,-49.559238
Acianthera saurocephala,-25.7735853,-49.7162299
Gomesa florida,-22.7338533,-45.5903324
Prescottia oligantha,-26.9120048,-48.6622617
Maxillaria petiolaris,-1.859581,-60.086031
Brassavola martiana,-3.038526,-58.806252
Maxillaria lutescens,1.292,-51.917
Brassavola ceboletta,-14.78,-39.04
Scaphyglottis sickii,3.17,-52.32
Gomesa loefgrenii,-23.5441636,-46.6304064
Polystachya foliosa,-28.387264,-49.483071
Epidendrum ellipticum,-22.997622,-43.28413
Epidendrum ellipticum,-20.130068,-43.508849
Brassavola ceboletta,-16.310185,-39.024395
Prosthechea widgrenii,-25.0280711,-50.5848862
Catasetum discolor,-6.022628,-50.290904
Octomeria bradei,-25.4324846,-48.7122581
Maxillaria obtusa,3.55,-63.18
Habenaria regnellii,-28.6720186,-50.4173966
Pelexia novofriburgensis,-24.827474,-49.2613935
Barbosella dusenii,-25.234872,-50.012929
Octomeria erosilabia,-7.634555,-72.6716458
Epistephium williamsii,-15.515967,-39.166042
Cattleya cernua,-24.7041783,-47.5501741
Maxillaria subrepens,1.67,-51.93
Gomesa macropetala,-26.58,-52.33
Pelexia orthosepala,-18.43185,-43.391944
Oncidium baueri,-10,-67.83
Habenaria imbricata,-14.1361864,-47.5101417
Habenaria glaucophylla,-15.94305,-48.081667
Aspidogyne foliosa,-7.8389,-35.0028
Stelis intermedia,-18.43185,-43.391944
Trizeuxis falcata,-9.0693008,-68.6584285
Acianthera hygrophila,-26.3744914,-50.1448632
Sacoila hassleri,-20.1263,-43.492778
Campylocentrum sellowii,-20.244569,-56.3791463
Sobralia liliastrum,-0.008,-52.5
Epistephium williamsii,-14.1361864,-47.5101417
Lockhartia imbricata,-1.1458,-48.3828
Zygopetalum maxillare,-25.8596723,-52.5239257
Maxillaria obtusa,-25.5241867,-48.5097444
Scaphyglottis prolifera,-9.1233,-62.9
Habenaria caldensis,-19.388386,-43.539757
Cleistes rosea,-15.7833,-47.77672
Huntleya meleagris,-25.548936,-48.631716
Encyclia dichroma,-12.8736634,-39.8588406
Acianthera fockei,-1.765546,-46.537506
Baskervilla paranaensis,-23.646109,-46.618358
Campylocentrum pauloense,-18.3845788,-44.4566473
Epidendrum martianum,-18.1838,-43.536667
Cattleya forbesii,-25.5241867,-48.5097444
Epistephium williamsii,-15.4185,-55.793376
Polystachya foliosa,-2.306591,-58.726988
Epidendrum fulgens,-25.5241867,-48.5097444
Habenaria guilleminii,-18.0833,-43.7833
Rodriguezia lanceolata,-3.271835,-52.397876
Prosthechea pygmaea,-13.5972,-39.7222
Gomesa gravesiana,-13.3,-41.95
Elleanthus caravata,2.88,-52.37
Epidendrum ellipticum,-18.2531773,-43.6004898
Barbosella dusenii,-27.2811065,-49.3909152
Trichocentrum pumilum,-0.92,-54.43
Bifrenaria longicornis,0.333333,-66.75
Habenaria parviflora,-22.811821,-43.239084
Vanilla pompona,-14.6769857,-52.3538575
Cyanaeorchis minor,-25.18,-50.07
Galeandra beyrichii,-23.5441636,-46.6304064
Habenaria balansae,-20.2916152,-43.5082859
Epidendrum filicaule,-22.5088534,-43.1784661
Trichocentrum pumilum,-25.4319824,-49.2736973
Epidendrum martianum,-18.358,-43.6836
Maxillaria marginata,-25.4324846,-48.7122581
Erycina pusilla,-6.987642,-62.683954
Octomeria yauaperyensis,0.52,-67.37
Pabstiella wawraeana,-25.3096816,-49.0558815
Bulbophyllum plumosum,-25.234872,-50.012929
Octomeria yauaperyensis,-0.4142,-65.0192
Eulophia maculata,-14.217806,-40.159056
Campylocentrum micranthum,0.88,-53.35
Specklinia grobyi,-23.61166,-46.622763
Jacquiniella globosa,0.901657,-63.374591
Cattleya briegeri,-18.44535,-43.6556
Acianthera albopurpurea,-25.6796848,-49.5350168
Scaphyglottis stellata,-10.58,-63.58
Maxillaria subrepens,1.92,-51.98
Pabstiella trifida,-27.0608031,-49.518423
Encyclia oncidioides,-18.9729787,-49.4655833
Habenaria caldensis,-14.1361864,-47.5101417
Gomesa barbaceniae,-25.6796848,-49.5350168
Pabstiella sordida,-25.4319824,-49.2736973
Octomeria colombiana,-2.907896,-60.080366
Prescottia oligantha,-24.7041783,-47.5501741
Ionopsis utricularioides,-21.409924,-48.5049274
Pleurothallis pruinosa,0.53,-53.13
Octomeria recchiana,-22.656956,-43.0407567
Stelis papaquerensis,-23.5441636,-46.6304064
Habenaria heringeri,-15.9111,-48.04869
Habenaria crucifera,-15.7834208,-47.9298727
Gomesa jucunda,-22.4160521,-42.9657513
Eriopsis altissima,-2.623595,-60.323634
Habenaria caldensis,-16.56475,-42.8944
Bulbophyllum weddellii,-18.3159,-43.68695
Sobralia yauaperyensis,3.8,-51.88
Myoxanthus exasperatus,-25.575152,-48.365093
Aspasia lunata,-25.5241867,-48.5097444
Maxillaria uncata,-0.880931,-52.600822
Prosthechea faresiana,-11.5539318,-41.1558252
Cyrtopodium paludicola,-14.1361864,-47.5101417
Octomeria colombiana,-1.0858,-57.0303
Epidendrum strobiliferum,-23.5441636,-46.6304064
Octomeria diaphana,-22.95134,-43.296022
Cyclopogon itatiaiensis,-25.4807848,-48.8347669
Maxillaria subrepens,1.18,-52.13
Epidendrum orchidiflorum,-2.574526,-60.324984
Habenaria glaucophylla,-19.82237,-43.67613
Epistephium williamsii,-18.44245,-43.73495
Epistephium williamsii,-18.162,-43.5028
Habenaria urbaniana,-13.93593,-47.5167
Campylocentrum fasciola,-6.987642,-62.683954
Sarcoglottis biflora,-28.558459,-50.388347
Epidendrum filicaule,-14.771874,-39.227366
