species,Long,Lat
Elleanthus brasiliensis,-15.149167,-39.317778
Sobralia sessilis,-15.204722,-39.38
Acianthera auriculata,-15.204722,-39.38
Scaphyglottis fusiformis,-15.204722,-39.38
Maxillaria nasuta,-15.189167,-39.385
Sobralia liliastrum,-17.215,-39.233333
Maxillaria ochroleuca,-15.391667,-39.565278
Maxillaria leucaimata,-15.161111,-39.343889
Zygopetalum maculatum,-15.161111,-39.343889
Houlletia brocklehurstiana,-15.161111,-39.343889
Stelis aprica,-15.161111,-39.342222
Maxillaria notylioglossa,-15.161111,-39.343889
Octomeria crassifolia,-15.161111,-39.343889
Phymatidium falcifolium,-15.391667,-39.565278
Maxillaria nasuta,-14.770278,-39.202778
Polystachya concreta,-14.770278,-39.202778
Psilochilus modestus,-14.770278,-39.202778
Epidendrum ramosum,-14.770278,-39.202778
Polystachya foliosa,-15.391667,-39.565278
Elleanthus brasiliensis,-15.391667,-39.565278
Stelis deregularis,-15.198056,-39.397222
Scaphyglottis reflexa,-15.198056,-39.397222
Prosthechea pygmaea,-15.198056,-39.397222
Maxillaria notylioglossa,-15.198056,-39.397222
Stelis aprica,-15.198056,-39.397222
Masdevallia obscurans,-15.198056,-39.397222
Pleurothallis ruscifolia,-15.202778,-39.408056
Prosthechea bueraremensis,-15.391389,-39.565278
Serapias polyaden,-14.705833,-39.603333
Elleanthus linifolius,-15.391389,-39.565278
Aspidogyne argentea,-14.770278,-39.536111
Prosthechea pachysepala,-14.772778,-39.537778
Stelis grandiflora,-14.772778,-39.537778
Octomeria crassifolia,-14.772778,-39.537778
Maxillaria leucaimata,-14.772778,-39.537778
Epidendrum saxatile,-14.770278,-39.540556
Maxillaria imbricata,-14.772778,-39.537778
Vanilla phaeantha,-13.063056,-39.780278
Maxillaria brasiliensis,-27.006111,-48.595555
Govenia utriculata,-27.006111,-48.595555
Habenaria parviflora,-27.006111,-48.595555
Campylocentrum parahybunense,-27.006111,-48.595555
Hapalorchis lineatus,-27.006111,-48.595555
Cyrtopodium palmifrons,-25.628944,-54.464389
Miltonia flavescens,-24.01725,-52.405111
Bulbophyllum regnellii,-25.922917,-51.857889
Maxillaria paranaensis,-25.950667,-51.839417
Gomesa florida,-24.977028,-51.56325
Catasetum luridum,-13.57511,-39.50436
Eulophia maculata,-13.4927,-39.53175
Campylocentrum pauloense,-13.4927,-39.53175
Sobralia liliastrum,-6.397222,-50.349444
Acianthera fockei,-11.015,-55.5125
Epistephium williamsii,-19.1,-39.75
Rodriguezia bracteata,-10.013889,-36.280919
Epistephium parviflorum,-10.8339,-52.8731
Epistephium williamsii,-10.8339,-52.8731
Epistephium sclerophyllum,-10.8339,-52.8731
Epistephium laxiflorum,-10.8339,-52.8731
Epidendrum orchidiflorum,-11.91,-40.905278
Eulophia maculata,-11.907778,-40.905833
Epidendrum denticulatum,-12.4578,-41.4714
Capanemia micromera,-27.859268,-49.516798
Acianthera sonderiana,-25.443242,-49.053028
Rodriguezia decora,-23.642392,-46.62216
Arpophyllum giganteum,-23.642392,-46.62216
Isochilus linearis,-19.996111,-43.645833
Cattleya crispata,-20.193889,-43.535
Cleistes rodriguesii,-20.161667,-43.535556
Cattleya crispata,-20.188056,-43.535833
Epidendrum dendrobioides,-13.691667,-47.465833
Cattleya harrisoniana,-22.45,-42.773
Cattleya caulescens,-20.096096,-43.983781
Cattleya guttata,-20.329738,-40.287445
Cattleya intermedia,-31.825065,-52.406268
Gomesa concolor,-27.88185,-49.572917
Bulbophyllum granulosum,-27.882263,-49.572267
Cattleya violacea,-2.8116,-60.46812
Cattleya cernua,-22.931302,-43.259514
Cattleya bicalhoi,-23.642392,-46.62216
Galeandra beyrichii,-22.821403,-47.109371
Cleistes speciosa,-21.233706,-44.491161
Stelis deregularis,-27.006111,-48.595555
Eulophia alta,-28.531389,-49.445555
Serapias polyaden,-27.006111,-48.595555
Prescottia stachyodes,-27.001389,-48.637778
Cattleya purpurata,-27.001389,-48.637778
Catasetum atratum,-27.001389,-48.637778
Microchilus arietinus,-27.001389,-48.637778
Leptotes bicolor,-27.001389,-48.637778
Habenaria pleiophylla,-27.001389,-48.637778
Acianthera oligantha,-26.25,-49.383333
Cyclopogon congestus,-27.006944,-48.593333
Phymatidium hysteranthum,-22.430248,-44.619851
Isochilus linearis,-22.430248,-44.619851
Pabstiella alligatorifera,-28.8475,-49.454444
Hapalorchis lineatus,-22.36884,-44.749205
Cyclopogon itatiaiensis,-22.36884,-44.749205
Malaxis cogniauxiana,-22.36884,-44.749205
Zygopetalum maculatum,-22.36884,-44.749205
Cattleya mantiqueirae,-22.36884,-44.749205
Isochilus linearis,-22.429444,-44.619389
Maxillaria paranaensis,-22.429444,-44.619389
Phymatidium hysteranthum,-22.425556,-44.622222
Sauroglossum elatum,-22.428611,-44.619833
Hapalorchis lineatus,-22.426944,-44.618333
Sauroglossum elatum,-22.455556,-44.6075
Encyclia patens,-22.450556,-44.614333
Epidendrum secundum,-22.382139,-44.685939
Gomesa doniana,-22.36884,-44.749205
Phymatidium falcifolium,-22.425556,-44.622222
Epidendrum secundum,-22.45,-44.612556
Hapalorchis lineatus,-22.45,-44.612556
Phymatidium hysteranthum,-22.456111,-44.607361
Anathallis adenochila,-22.427778,-44.619972
Phymatidium hysteranthum,-22.431869,-44.604378
Epidendrum dendrobioides,-18.188611,-43.623056
Vanilla phaeantha,-14.847778,-39.025556
Vanilla phaeantha,-18.773889,-48.114444
Epidendrum latilabre,-21.854167,-47.44
Epidendrum rigidum,-21.854167,-47.44
Miltonia flavescens,-21.870833,-47.416389
Epidendrum martianum,-18.293889,-43.752778
Maxillaria picta,-25.950889,-51.839778
Gomesa florida,-24.279694,-51.691806
Prosthechea fausta,-25.927639,-51.833083
Maxillaria picta,-25.950667,-51.839417
Maxillaria chrysantha,-25.927639,-51.833083
Aspidogyne bidentifera,-25.619833,-54.426528
Madisonia ianthina,-13.57405,-39.50345
Coryanthes pilosa,-14.385,-39.278
Stelis aprica,-24.630556,-48.403611
Gomesa ramosa,-20.357758,-43.503475
Maxillaria subulata,-20.363889,-43.520556
Prosthechea vespa,-20.363889,-43.520556
Sacoila lanceolata,-20.363889,-43.520556
Acianthera teres,-20.357758,-43.503475
Epidendrum martianum,-20.357758,-43.503475
Cattleya crispata,-20.357758,-43.503475
Epidendrum secundum,-20.357758,-43.503475
Cyrtopodium flavum,-9.285186,-37.556481
Sacoila lanceolata,-20.357758,-43.503475
Zygopetalum maculatum,-20.357758,-43.503475
Sarcoglottis grandiflora,-9.285186,-37.573997
Cyrtopodium holstii,-9.285186,-37.573997
Koellensteinia tricolor,-15.791775,-48.8091404
Epidendrum fulgens,-24.003914,-46.502069
Epidendrum secundum,-4.3331,-69.9164
Galeandra devoniana,-2.637774,-60.326099
Epidendrum macrocarpum,-1.62,-48.12
Habenaria trifida,-13.92497,-47.71316
Cleistes exilis,-12.46617,-41.43483
Polystachya foliosa,-8.297252,-70.765941
Anathallis obovata,-22.230194,-45.935894
Epidendrum anceps,-0.644275,-52.506442
Cyrtopodium poecilum,-15.6333,-47.8167
Polystachya caespitosa,-28.3970203,-49.3973219
Prosthechea fragrans,-2.629272,-60.815849
Scaphyglottis stellata,-10.09946,-67.43652
Ornithocephalus myrticola,-27.10513,-48.639908
Gomesa warmingii,-18.2531773,-43.6004898
Habenaria crucifera,-17.2259522,-46.8748063
Prescottia plantaginea,-14.1361864,-47.5101417
Polystachya foliosa,-15.2647,-40.5747
Pelexia maculata,-1.754794,-46.551918
Gomesa barbata,-11.3544256,-37.4478845
Wullschlaegelia aphylla,-25.399472,-51.4588489
Maxillaria lutescens,-0.1483,-66.9356
Epistephium sclerophyllum,-12.15,-44.99
Zygopetalum maxillare,-23.565521,-46.724373
Octomeria scirpoidea,0.333333,-66.75
Habenaria caldensis,-13.93593,-47.5167
Cranichis candida,-23.7138668,-46.4100916
Specklinia picta,-0.1483,-66.9356
Prosthechea fragrans,-25.5593,-48.450437
Polystachya foliosa,-5.498683,-62.121012
Pelexia orobanchoides,-25.234872,-50.012929
Habenaria edwallii,-20.2,-43.8
Habenaria armata,-14.477892,-48.4599043
Acianthera ochreata,-12.9658,-41.3189
Brassavola tuberculata,-25.6,-54.45
Maxillaria lutescens,-9.4111,-68.1239
Habenaria goyazensis,-15.7834208,-47.9298727
Stanhopea graveolens,-23.565521,-46.724373
Maxillaria subrepens,-9.17,-63.12
Catasetum roseoalbum,-1.438098,-48.44475
Scaphyglottis sickii,-10.979438,-63.769326
Epidendrum tridactylum,-27.2183046,-49.6437327
Caularthron bicornutum,-0.1483,-66.9356
Prescottia oligantha,-29.764527,-51.1476568
Epidendrum ibaguense,-23.010952,-43.397161
Stelis argentata,-2.629272,-60.815849
Maxillaria chrysantha,-20.7369242,-42.0294859
Maxillaria uncata,0.17,-66.83
Epidendrum cristatum,-24.340602,-49.713647
Cattleya nobilior,-9.8393823,-48.7258127
Bulbophyllum exaltatum,-21.723447,-44.98139
Cattleya longipes,-20.2916152,-43.5082859
Cattleya elongata,-13.0092667,-41.3706394
Epistephium sclerophyllum,-15.7834208,-47.9298727
Cyclopogon alexandrae,-25.548936,-48.631716
Octomeria alpina,-22.687374,-45.540301
Epistephium sclerophyllum,-18.87,-43.4
Gomesa venusta,-25.4457835,-49.0636827
Cyrtopodium paludicola,-23.5419401,-52.5914151
Maxillaria neowiedii,-26.1655817,-51.5532603
Epidendrum ellipticum,-18.4205,-43.69275
Epidendrum viridipurpureum,-25.4807848,-48.8347669
Stelis montserratii,-23.7138668,-46.4100916
Maxillaria uncata,-0.243951,-56.794252
Zygopetalum maxillare,-22.496706,-43.073169
Liparis nervosa,-24.827474,-49.2613935
Capanemia micromera,-29.108528,-51.094927
Maxillaria ringens,-2.89252,-60.035109
Cyclopogon apricus,-27.619514,-48.6277628
Capanemia theresiae,-23.5441636,-46.6304064
Aspidogyne pedicellata,-25.8319708,-52.7261395
Pelexia pterygantha,-15.7834208,-47.9298727
Xerorchis amazonica,-0.383333,-65.033333
Epidendrum strobiliferum,-2.563202,-60.320089
Zygopetalum maculatum,-22.5088534,-43.1784661
Gomesa riograndensis,-25.3096816,-49.0558815
Habenaria armata,-15.9273217,-48.8088307
Octomeria bradei,-25.4807848,-48.8347669
Bifrenaria longicornis,-3.093711,-59.989296
Habenaria hamata,-13.9376,-47.5167
Epidendrum compressum,-2.905646,-60.088005
Liparis nervosa,-14.1167,-47.70192
Habenaria hamata,-13.74613,-47.5167
Habenaria magniscutata,-14.1361864,-47.5101417
Epidendrum secundum,-23.6241677,-45.4100222
Nothostele acianthiformis,-15.758,-47.875
Microchilus arietinus,-26.926032,-49.082834
Octomeria scirpoidea,-2.41624,-59.74584
Microchilus arietinus,-25.4807848,-48.8347669
Habenaria orchiocalcar,-14.1167,-47.609444
Elleanthus graminifolius,2.467,-60.208
Mycaranthes lamellata,-9.1167,-72.7
Ornithocephalus cujeticola,-8.3167,-65.6833
Habenaria caldensis,-15.9273217,-48.8088307
Gomesa longipes,-25.930947,-52.075896
Gomesa hydrophila,-24.254964,-49.7062215
Epidendrum cinnabarinum,-24.003914,-46.502069
Gomesa imperatoris-maximiliani,-25.0280711,-50.5848862
Scaphyglottis bidentata,3.785408,-61.726002
Stelis grandiflora,-26.9120048,-48.6622617
Cattleya forbesii,-24.7041783,-47.5501741
Epidendrum ramosum,-24.7041783,-47.5501741
Cleistes rosea,-16.40345,-43.2183
Gomesa paranensoides,-25.1941789,-49.314799
Prosthechea fausta,-25.3096816,-49.0558815
Acianthera adamantinensis,-18.27,-43.7
Rodriguezia lanceolata,-4.191122,-49.900798
Prosthechea fragrans,-2.883333,-59.966667
Cleistes libonii,-26.9120048,-48.6622617
Anathallis obovata,-25.537385,-53.008927
Cyrtopodium pallidum,-11.1844226,-40.5180838
Scaphyglottis prolifera,-0.92,-54.43
Campylocentrum parahybunense,-23.61166,-46.622763
Aspidogyne hylibates,-22.230194,-45.935894
Scaphyglottis modesta,-25.4324846,-48.7122581
Cranichis candida,-8.6,-38.5708
Encyclia oncidioides,-1.4591369,-48.5046914
Habenaria parviflora,-28.650038,-50.63711
Brassia cochleata,-2.87,-60.48
Habenaria obtusa,-15.7834208,-47.9298727
Catasetum luridum,-22.797394,-43.187736
Sobralia macrophylla,3.8,-51.88
Specklinia grobyi,-0.4142,-65.0192
Acianthera ramosa,-15.7834208,-47.9298727
Habenaria leptoceras,-22.95583,-43.274528
Gomesa recurva,-22.4160521,-42.9657513
Eltroplectris calcarata,-14.68,-39.15
Maxillaria rigida,-25.4807848,-48.8347669
Pseudolaelia irwiniana,-18.325,-43.6897
Epistephium sclerophyllum,-15.68,-47.85
Gomesa ranifera,-14.39383,-40.145367
Cleistes paranaensis,-15.85,-48.75394
Epidendrum difforme,0.53,-53.13
Laelia marginata,-21.963838,-46.7904126
Epidendrum dendrobioides,-22.9069598,-43.2076685
Cyrtopodium paludicola,-23.6671419,-52.6055169
Habenaria montevidensis,-20.1263,-43.492778
Prosthechea glumacea,-26.801033,-48.930795
Habenaria parviflora,-29.75136,-51.143791
Epidendrum flexuosum,-4.696879,-69.504833
Epistephium williamsii,-13.53,-41.92
Gomesa flexuosa,-25.4807848,-48.8347669
Cattleya wallisii,-2.2761,-60.3608
Epidendrum ramosum,-15.3811,-39.5697
Rodriguezia decora,-23.565521,-46.724373
Baskervilla paranaensis,-24.254964,-49.7062215
Eltroplectris longicornu,-18.9729787,-49.4655833
Habenaria pleiophylla,-18.3665,-43.69707
Epidendrum ibaguense,3.785408,-61.726002
Anathallis linearifolia,-25.5880831,-49.6362233
Habenaria secunda,-23.565521,-46.724373
Polystachya foliosa,-10.58,-63.58
Pleurothallis mantiquyrana,-22.5088534,-43.1784661
Aspidogyne longicornu,-14.7819,-39.0692
Zygosepalum labiosum,-0.1483,-66.9356
Campylocentrum grisebachii,-25.5880831,-49.6362233
Aspidogyne schlechteriana,-25.5241867,-48.5097444
Gomesa ottonis,-25.4457835,-49.0636827
Habenaria subviridis,-26.1963929,-49.2662006
Specklinia picta,-4.3331,-69.9164
Habenaria magniscutata,-14.20708,-47.5167
Gomesa praetexta,-24.254964,-49.7062215
Pabstiella leucopyramis,-23.7138668,-46.4100916
Baskervilla paranaensis,-23.6041638,-46.9101259
Oncidium sphacelatum,-10.779865,-65.346537
Prescottia spiranthophylla,-22.9069598,-43.2076685
Habenaria obtusa,-13.86327,-47.5
Cranichis glabricaulis,-13.5744,-47.5167
Cattleya coccinea,-27.8011126,-49.4898251
Oncidium baueri,-7.58,-57.58
Barbosella miersii,-25.3696824,-49.0772833
Cleistes paranaensis,-19.39209,-43.568543
Octomeria umbonulata,-25.3096816,-49.0558815
Octomeria surinamensis,-7,-73
Sobralia sessilis,-8.2720662,-72.7458528
Sobralia speciosa,-0.1335691,-67.0908182
Acianthera luteola,-25.4457835,-49.0636827
Liparis nervosa,-21.778028,-48.168187
Stelis sclerophylla,-18.43185,-43.391944
Maxillaria lutescens,-2.905646,-60.088005
Habenaria trifida,-15.6333,-47.816667
Aganisia cyanea,-0.4142,-65.0192
Cyclopogon apricus,-20.439951,-41.803249
Prosthechea fausta,-25.45,-49.13
Epidendrum cristatum,-13.5355789,-40.1502595
Cranichis candida,-22.4730512,-44.4469533
Gomesa hydrophila,-13.25,-41.9
Specklinia grobyi,-24.1169629,-49.4639041
Gomesa varicosa,-14.1361864,-47.5101417
Gomesa hookeri,-25.5385842,-49.2069932
Eulophia maculata,-13.5744,-47.5167
Habenaria cryptophila,-18.9729787,-49.4655833
Sacoila lanceolata,-20.758024,-42.8818439
Macroclinium brasiliense,-10.438858,-62.472556
Epistephium williamsii,-15.88,-48.95
Octomeria surinamensis,1.292,-51.917
Trichocentrum pumilum,-23.565521,-46.724373
Acianthera recurva,-25.4319824,-49.2736973
Houlletia odoratissima,0.95,-63.37
Prescottia plantaginea,-22.9069598,-43.2076685
Pabstiella wawraeana,-23.61166,-46.622763
Rodriguezia lanceolata,-2.905646,-60.088005
Bifrenaria tyriantha,-18.0833,-43.7833
Habenaria balansae,-15.7834208,-47.9298727
Eulophia alta,-16.4745127,-54.6365119
Habenaria parviflora,-23.65179,-45.886229
Bifrenaria aureofulva,-13.25,-41.9
Brassavola tuberculata,-27.17,-53.77
Epidendrum anceps,-15.341754,-39.256908
Prescottia lancifolia,-22.496706,-43.073169
Prosthechea fragrans,-2.584451,-60.031582
Epidendrum ellipticum,-23.5441636,-46.6304064
Batemannia colleyi,-7.6178537,-72.897558
Pelexia bonariensis,-29.764527,-51.1476568
Brassia lanceana,-10.979438,-63.769326
Maxillaria marginata,-25.7374677,-53.0577617
Epidendrum pseudavicula,-24.254964,-49.7062215
Cleistes uliginosa,-18.27,-43.7
Buchtienia nitida,-22.88,-43.22
Vanilla pompona,-13.87231,-47.5
Habenaria culmiformis,-15.5997896,-56.0977014
Octomeria colombiana,-2.8275,-60.5089
Epistephium sclerophyllum,-19.5174009,-43.745201
Habenaria heringeri,-17.99895,-43.68125
Prescottia plantaginea,-7.8243335,-38.1526319
Polystachya foliosa,-0.4142,-65.0192
Cleistes ionoglossa,-23.5441636,-46.6304064
Maxillaria picta,-28.3970203,-49.3973219
Cranichis candida,-26.2471961,-48.6386568
Epistephium williamsii,-13.27,-41.88
Epidendrum tumuc-humaciense,0.85,-63.37
Epistephium laxiflorum,-17.3184346,-53.2161237
Cranichis scripta,-15.7834208,-47.9298727
Maxillaria parkeri,3.375,-63.225
Brassavola ceboletta,-10.45,-39.33
Sobralia fimbriata,4.05,-64.37
Cattleya mantiqueirae,-26.9646977,-50.4273865
Epidendrum ramosum,-24.340602,-49.713647
Cattleya coccinea,-28.12,-49.47
Campylocentrum sellowii,-22.9069598,-43.2076685
Acianthera saurocephala,-24.254964,-49.7062215
Maxillaria picta,-25.4324846,-48.7122581
Cyrtopodium braemii,-14.1553857,-48.0785788
Sacoila lanceolata,-23.565521,-46.724373
Galeandra devoniana,-2.8275,-60.5089
Cyrtopodium flavum,-25.547645,-48.538452
Octomeria scirpoidea,-2.5636,-60.3208
Peristylus whistleri,-19.83305,-43.726389
Octomeria scirpoidea,-2.31537,-59.685474
Stelis argentata,-6.136256,-55.621038
Epidendrum orchidiflorum,-2.8275,-60.5089
Encyclia granitica,-1.89263,-45.891781
Bulbophyllum epiphytum,-15.9273217,-48.8088307
Cleistes ionoglossa,-13.67,-41.42
Pelexia tamanduensis,-25.234872,-50.012929
Habenaria repens,-28.2981166,-49.9323596
Octomeria yauaperyensis,0.1,-67.27
Epidendrum macrocarpum,-1.8581,-65.5853
Epidendrum dendrobioides,-14.1361864,-47.5101417
Gomesa loefgrenii,-25.4457835,-49.0636827
Anathallis liparanges,-18.43185,-43.391944
Epidendrum purpurascens,-4.406729,-51.325529
Zygopetalum triste,-18.43185,-43.391944
Bletia catenulata,-18.9729787,-49.4655833
Habenaria leprieurii,-15.9434234,-48.2554944
Eulophia alta,-7.18186,-48.2
Acianthera hystrix,-24.254964,-49.7062215
Trichocentrum pumilum,-23.9196593,-49.6525162
Capanemia superflua,-27.4057991,-51.2254455
Habenaria nuda,-11.5539318,-41.1558252
Eriopsis altissima,-2.629272,-60.815849
Habenaria sprucei,-15.9273217,-48.8088307
Habenaria spathulifera,-13.94497,-47.5167
Polystachya foliosa,-25.522889,-48.326804
Pteroglossa roseoalba,-12.53,-39.08
Epidendrum nocturnum,0.53,-53.13
Gomesa loefgrenii,-25.4319824,-49.2736973
Wullschlaegelia calcarata,-2.55,-50.63
Habenaria obtusa,-16.83125,-43.44515
Bulbophyllum epiphytum,-23.591462,-46.698324
Habenaria floribunda,-19.9246081,-43.9380146
Prosthechea vespa,-0.9997,-56.0783
Jacquiniella globosa,2.467,-60.208
Pseudolaelia vellozicola,-18.44535,-43.6556
Pogoniopsis schenckii,-22.88,-43.22
Epistephium laxiflorum,-16.75,-47.57186
Prosthechea fragrans,-2.696202,-59.691832
Xylobium dusenii,-25.548936,-48.631716
Sobralia liliastrum,-0.53,-52.85
Capanemia micromera,-27.4057991,-51.2254455
Trizeuxis falcata,-25.4807848,-48.8347669
Ornithocephalus ciliatus,-0.880931,-52.600822
Quekettia microscopica,2.443722,-60.919436
Prosthechea vespa,-2.32,-60.08
Madisonia spiculifera,1.15,-51.87
Habenaria ekmaniana,-30.11284,-51.153181
Anathallis dryadum,-28.3970203,-49.3973219
Epidendrum purpurascens,-6.055124,-50.173616
Encyclia mapuerae,-12.82,-51.77
Cleistes speciosa,-23.605789,-46.662836
Gomesa maculosa,-18.43185,-43.391944
Encyclia ionosma,-1.62,-48.12
Encyclia patens,-25.4807848,-48.8347669
Epistephium sclerophyllum,-14.5223,-48.45
Skeptrostachys gigantea,-13.8614307,-47.2651252
Maxillaria parviflora,-2.755647,-59.915829
Habenaria imbricata,-16.7723417,-47.6137542
Epidendrum dendrobioides,-20.130068,-43.508849
Macroclinium mirabile,2.443722,-60.919436
Acianthera macropoda,-18.1575,-43.56014
Habenaria obtusa,-15.6237,-47.658611
Stelis montserratii,-13.27,-41.9
Gomesa ramosa,-21.723447,-44.98139
Pseudolaelia vellozicola,-19.5227027,-41.0158167
Epidendrum denticulatum,-15.2970178,-39.0751883
Octomeria scirpoidea,-2.656966,-59.648332
Cattleya rupestris,-20.23,-43.8
Acianthera ciliata,-0.880931,-52.600822
Cleistes rosea,-15.7834208,-47.9298727
Prosthechea vespa,-23.7138668,-46.4100916
Isochilus linearis,-22.447817,-44.612252
Habenaria leptoceras,-0.1483,-66.9356
Specklinia picta,-2.905646,-60.088005
Epidendrum orchidiflorum,2.742,-63.575
Specklinia grobyi,0.53,-53.13
Vanilla odorata,-3.667886,-49.684977
Pelexia tamanduensis,-25.226264,-49.986549
Cattleya crispata,-16.5648,-42.8943
Specklinia grobyi,-15.2970178,-39.0751883
Pabstiella pleurothalloides,-23.5441636,-46.6304064
Catasetum discolor,-22.9069598,-43.2076685
Polystachya foliosa,-1.2953,-61.9311
Polystachya foliosa,-0.83,-54.5
Brassavola tuberculata,-22.425035,-46.96013
Epidendrum tumuc-humaciense,0.901657,-63.374591
Caularthron bicornutum,2.691132,-61.485844
Habenaria trifida,-13.87231,-47.5
Epidendrum ellipticum,-20.7369242,-42.0294859
Galeandra dives,-8.33,-65.67
Lockhartia goyazensis,-10.202896,-62.788794
Miltonia regnellii,-25.5241867,-48.5097444
Jacquiniella globosa,-0.326324,-66.830006
Scaphyglottis stellata,-7.634555,-72.6716458
Polystachya caespitosa,-23.565521,-46.724373
Prescottia plantaginea,-19.8357084,-40.369373
Acianthera saundersiana,-25.419851,-49.157618
Palmorchis pubescens,-9.9782224,-67.8113845
Gomesa gracilis,-19.9896094,-43.8469085
Phymatidium delicatulum,-23.565521,-46.724373
Catasetum discolor,-14.2814954,-38.9965836
Acianthera discophylla,-2.905646,-60.088005
Habenaria alpestris,-23.5441636,-46.6304064
Corymborkis flava,-23.5441636,-46.6304064
Habenaria magniscutata,-14.1167,-47.609444
Vanilla chamissonis,-24.0038712,-46.4003918
Bulbophyllum regnellii,-26.4882834,-51.991393
Epidendrum magnicallosum,-0.1483,-66.9356
Catasetum roseoalbum,-3.03514,-58.814557
Maxillaria neowiedii,-26.7794924,-51.0154267
Epidendrum elongatum,-14.7929068,-39.0490868
Epidendrum dendrobioides,-18.41575,-43.6836
Octomeria crassifolia,-27.834087,-48.62515
Xerorchis amazonica,-7.4667,-73.6242
Maxillaria pauciflora,-2.905646,-60.088005
Gomesa blanchetii,-18.24015,-43.6007
Habenaria josephensis,-23.565521,-46.724373
Grandiphyllum divaricatum,-25.6796848,-49.5350168
Myoxanthus lonchophyllus,-15.7834208,-47.9298727
Scaphyglottis stellata,-9.4111,-68.1239
Skeptrostachys gigantea,-15.7834208,-47.9298727
Myoxanthus octomerioides,-24.254964,-49.7062215
Lockhartia lunifera,-15.2970178,-39.0751883
Cyrtopodium flavum,-26.946812,-48.644872
Gomesa flexuosa,-12.8531,-39.4719
Cyrtopodium saintlegerianum,-13.2894733,-40.950812
Epidendrum fulgens,-28.92,-49.5
Gomesa blanchetii,-18.38,-43.7
Myoxanthus exasperatus,-25.4807848,-48.8347669
Bulbophyllum chloroglossum,-24.1169629,-49.4639041
Prosthechea vespa,0.85,-63.35
Gomesa florida,-25.098874,-50.1623574
Eulophia alta,-15.7834208,-47.9298727
Oncidium altissimum,2.88,-52.37
Cattleya violacea,0.901657,-63.374591
Isabelia virginalis,-23.565521,-46.724373
Sobralia sessilis,-2.87,-60.48
Maxillaria pendens,-2.629272,-60.815849
Palmorchis liberolabellata,-8.1651736,-70.7674432
Phymatidium falcifolium,-25.8869914,-48.5749506
Sarcoglottis uliginosa,-17.2,-51.78
Epistephium sclerophyllum,-16.8837445,-47.3304357
Masdevallia minuta,2.32,-52.63
Cattleya elongata,-11.5539318,-41.1558252
Lyroglossa grisebachii,-23.565521,-46.724373
Gomesa florida,-24.254964,-49.7062215
Dichaea picta,-2.629272,-60.815849
Isabelia virginalis,-24.254964,-49.7062215
Cyrtopodium lissochiloides,-23.565521,-46.724373
Isabelia violacea,-16.01719,-48.0638
Gomesa sarcodes,-24.254964,-49.7062215
Epidendrum paniculatum,-15.7834208,-47.9298727
Epidendrum strobiliferum,-24.254964,-49.7062215
Habenaria armata,-14.20708,-47.51669
Maxillaria tenuis,-7.62,-72.58
Gomesa hydrophila,-25.098874,-50.1623574
Phymatidium delicatulum,-25.3107844,-48.3294309
Epidendrum ramosum,-18.43185,-43.391944
Habenaria leucosantha,-15.7834208,-47.9298727
Sobralia sessilis,-9.3917,-69.955
Maxillaria picta,-23.5441636,-46.6304064
Cyclopogon apricus,-28.2981166,-49.9323596
Maxillaria uncata,-4.358692,-69.900808
Octomeria gehrtii,-23.75,-46.3
Veyretia neuroptera,-15.96917,-48.06349
Acianthera ochreata,-11.5539318,-41.1558252
Habenaria curvilabra,-14.6836984,-47.497642
Epidendrum nocturnum,2.78,-52.47
Acianthera hygrophila,-25.5880831,-49.6362233
Acianthera hygrophila,-28.7611139,-51.4735727
Epidendrum orchidiflorum,-3.764569,-49.673567
Anathallis barbulata,-14.4233,-39.0606
Gomesa hydrophila,-25.6796848,-49.5350168
Cattleya labiata,-23.5438636,-46.6304064
Epidendrum dipus,-25.3096816,-49.0558815
Maxillaria lutescens,-8.758951,-67.385588
Acianthera auriculata,-14.771874,-39.227366
Cyclopogon apricus,-25.799321,-49.13368
Habenaria secunda,-22.462701,-42.987412
Habenaria magniscutata,-13.94497,-47.5167
Anathallis liparanges,-23.6041638,-46.9101259
Prosthechea fragrans,-15.1666,-39.5166
Encyclia mapuerae,-2.5636,-60.3208
Octomeria anceps,-25.3096816,-49.0558815
Cattleya guttata,-24.254964,-49.7062215
Brachystele cyclochila,-25.098874,-50.1623574
Grandiphyllum divaricatum,-25.098874,-50.1623574
Catasetum uncatum,-15.159747,-39.039072
Habenaria longicauda,-7.2586,-64.7981
Gomesa ottonis,-26.4660922,-50.2314698
Myoxanthus exasperatus,-23.646109,-46.618358
Cyrtopodium paludicola,-14.17962,-47.5
Epidendrum dendrobioides,-13.93593,-47.5167
Octomeria surinamensis,-1.32249,-47.675353
Gomesa blanchetii,-19.82237,-43.67613
Cleistes rosea,-14.1361864,-47.5101417
Gomesa doniana,-20.2916152,-43.5082859
Habenaria depressifolia,-15.9273217,-48.8088307
Habenaria magniscutata,-14.1167,-47.70192
Bulbophyllum exaltatum,-11.5539318,-41.1558252
Cattleya nobilior,-14.6769857,-52.3538575
Sacoila hassleri,-15.2970178,-39.0751883
Epidendrum fulgens,-29.359004,-49.735446
Cyclopogon congestus,-25.537385,-53.008927
Habenaria obtusa,-16.73193,-47.6
Aspidogyne pumila,-8.2720662,-72.7458528
Prosthechea moojenii,-12.6,-41.48
Stelis paraensis,-0.763642,-52.575914
Anathallis linearifolia,-23.5441636,-46.6304064
