scientificName,family,genus,species,NM_MUN,SIGLA_UF,Latitude,Longitude
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Morro do Chapeu,BA,-11.279167,-41.270278
Catasetum luridum (Link) Lindl.,Orchidaceae,Catasetum,Catasetum luridum,Morro do Chapeu,BA,-11.310556,-41.306667
Oncidium varicosum Lindl.,Orchidaceae,Gomesa,Gomesa varicosa,Morro do Chapeu,BA,-11.279167,-41.270556
Gomesa varicosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa varicosa,Morro do Chapeu,BA,-11.311944,-41.304722
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.279722,-41.269722
Gomesa varicosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa varicosa,Morro do Chapeu,BA,-11.279722,-41.269722
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.229722,-41.225278
Polystachya concreta (Jacq.) Garay & H.R.Sweet,Orchidaceae,Polystachya,Polystachya concreta,Morro do Chapeu,BA,-11.229722,-41.225278
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.279444,-41.269722
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Morro do Chapeu,BA,-11.157778,-41.164722
Gomesa varicosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa varicosa,Morro do Chapeu,BA,-11.279444,-41.269722
Brassavola tuberculata Hook.,Orchidaceae,Brassavola,Brassavola tuberculata,Morro do Chapeu,BA,-11.229722,-41.225278
Campylocentrum sellowii (Rchb.f.) Rolfe,Orchidaceae,Campylocentrum,Campylocentrum sellowii,Morro do Chapeu,BA,-11.229722,-41.225278
Gomesa barbata (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa barbata,Morro do Chapeu,BA,-11.279444,-41.269722
Cattleya tenuis Campacci & Vedovello,Orchidaceae,Cattleya,Cattleya tenuis,Morro do Chapeu,BA,-11.229722,-41.225278
Cattleya amethystoglossa Linden & Rchb.f.,Orchidaceae,Cattleya,Cattleya amethystoglossa,Morro do Chapeu,BA,-11.247778,-41.235833
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.207778,-41.208611
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Morro do Chapeu,BA,-11.992222,-40.998056
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.992222,-40.998056
Catasetum luridum (Link) Lindl.,Orchidaceae,Catasetum,Catasetum luridum,Morro do Chapeu,BA,-11.215278,-41.213333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Morro do Chapeu,BA,-11.215278,-41.213333
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Morro do Chapeu,BA,-11.266389,-41.253056
Encyclia patens Hook.,Orchidaceae,Encyclia,Encyclia patens,Morro do Chapeu,BA,-11.2,-41.202222
Prescottia oligantha (Sw.) Lindl.,Orchidaceae,Prescottia,Prescottia oligantha,Morro do Chapeu,BA,-11.188056,-41.192778
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Morro do Chapeu,BA,-11.185556,-41.192778
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.187778,-41.193056
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.185556,-41.192778
Epidendrum cinnabarinum Salzm.,Orchidaceae,Epidendrum,Epidendrum cinnabarinum,Morro do Chapeu,BA,-11.187778,-41.191389
Epidendrum cinnabarinum Salzm.,Orchidaceae,Epidendrum,Epidendrum cinnabarinum,Morro do Chapeu,BA,-11.19,-41.194167
Encyclia oncidioides (Lindl.) Schltr.,Orchidaceae,Encyclia,Encyclia oncidioides,Morro do Chapeu,BA,-11.265556,-41.255
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.989444,-40.996389
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Morro do Chapeu,BA,-11.246389,-41.235
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.154722,-41.163056
Notylia pubescens Lindl.,Orchidaceae,Notylia,Notylia pubescens,Morro do Chapeu,BA,-11.2,-41.2
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Morro do Chapeu,BA,-11.166667,-41.166667
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Morro do Chapeu,BA,-11.2075,-41.2075
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Morro do Chapeu,BA,-11.2075,-41.2075
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Morro do Chapeu,BA,-11.163056,-41.162778
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Morro do Chapeu,BA,-11.163056,-41.162778
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Morro do Chapeu,BA,-11.991944,-40.999722
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.991944,-40.999722
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.989444,-40.996667
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.991944,-40.999722
Bulbophyllum manarae Foldats,Orchidaceae,Bulbophyllum,Bulbophyllum manarae,Morro do Chapeu,BA,-11.989444,-40.996667
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Morro do Chapeu,BA,-11.991944,-40.999722
Bulbophyllum plumosum (Barb.Rodr.) Cogn.,Orchidaceae,Bulbophyllum,Bulbophyllum plumosum,Morro do Chapeu,BA,-11.989444,-40.997222
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.9925,-40.998611
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.9925,-40.998611
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.208611,-41.206944
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.192778,-41.185833
Bulbophyllum manarae Foldats,Orchidaceae,Bulbophyllum,Bulbophyllum manarae,Morro do Chapeu,BA,-11.989444,-40.997222
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Morro do Chapeu,BA,-11.983889,-40.991111
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.161111,-41.150556
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Morro do Chapeu,BA,-11.2,-41.2
Bifrenaria tyrianthina (Lodd. ex Loudon) Rchb.f.,Orchidaceae,Bifrenaria,Bifrenaria tyrianthina,Morro do Chapeu,BA,-11.2,-41.2
Habenaria josephensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria josephensis,Morro do Chapeu,BA,-11.184167,-41.191944
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Morro do Chapeu,BA,-11.158889,-41.165
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.158889,-41.165
Habenaria josephensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria josephensis,Morro do Chapeu,BA,-11.193889,-41.185556
Acianthera ochreata subsp. ochreata,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.207778,-41.207222
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.153333,-41.164722
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Morro do Chapeu,BA,-11.153333,-41.164722
Acianthera ochreata subsp. ochreata,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.2075,-41.206667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.627805,-41.000444
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.590722,-41.207416
Oeceoclades maculata (Lindl.) Lindl.,Orchidaceae,Eulophia,Eulophia maculata,Morro do Chapeu,BA,-11.622277,-40.998472
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Morro do Chapeu,BA,-11.583222,-41.097944
Epidendrum saxatile Lindl.,Orchidaceae,Epidendrum,Epidendrum saxatile,Morro do Chapeu,BA,-11.6175,-41.000833
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.591111,-41.207777
Habenaria josephensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria josephensis,Morro do Chapeu,BA,-11.584167,-41.191944
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.616667,-41
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Morro do Chapeu,BA,-11.616667,-41
Acianthera ochreata subsp. ochreata,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.616667,-41
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Morro do Chapeu,BA,-11.9,-41.116667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Morro do Chapeu,BA,-11.9,-41.116667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.590833,-41.206667
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Morro do Chapeu,BA,-11.681667,-41.016389
Anathallis rubens (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis montserratii,Morro do Chapeu,BA,-11.583333,-41.2
Habenaria josephensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria josephensis,Morro do Chapeu,BA,-11.583333,-41.2
Octomeria crassifolia Lindl.,Orchidaceae,Octomeria,Octomeria crassifolia,Morro do Chapeu,BA,-11.583333,-41.2
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.591944,-41.206944
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Morro do Chapeu,BA,-12,-41
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Morro do Chapeu,BA,-11.680833,-41.013972
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Morro do Chapeu,BA,-11.57,-41.164722
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.374,-41.03
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.292,-41.1959
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.3736,-41.023
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Morro do Chapeu,BA,-11.600556,-41.332778
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.59,-41.207222
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Morro do Chapeu,BA,-11.625556,-41
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Morro do Chapeu,BA,-11.625556,-41
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Morro do Chapeu,BA,-11.59,-41.207222
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.625556,-41
Polystachya concreta (Jacq.) Garay & H.R.Sweet,Orchidaceae,Polystachya,Polystachya concreta,Morro do Chapeu,BA,-11.736667,-41.3275
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Morro do Chapeu,BA,-11.625,-40.999722
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Morro do Chapeu,BA,-11.625,-40.999722
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Morro do Chapeu,BA,-11.591667,-41.207778
Pelexia orthosepala (Rchb.f. & Warm.) Schltr.,Orchidaceae,Pelexia,Pelexia orthosepala,Morro do Chapeu,BA,-11.681667,-41.016389
Habenaria josephensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria josephensis,Morro do Chapeu,BA,-11.58,-41.2
Cattleya tenuis Campacci & Vedovello,Orchidaceae,Cattleya,Cattleya tenuis,Mucuge,BA,-13.1,-41.566667
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Mucuge,BA,-13.016667,-41.416667
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-13.016667,-41.35
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-13,-41.383333
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.966667,-41.333333
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Mucuge,BA,-13.016667,-41.416667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13,-41.383333
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Mucuge,BA,-12.966667,-41.333333
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-12.983334,-41.35
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Mucuge,BA,-13,-41.383333
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Mucuge,BA,-13.016667,-41.35
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Mucuge,BA,-13.016667,-41.35
Habenaria mystacina Lindl.,Orchidaceae,Habenaria,Habenaria mystacina,Mucuge,BA,-12.966667,-41.466667
Habenaria johannensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria johannensis,Mucuge,BA,-13.033333,-41.416667
Habenaria johannensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria johannensis,Mucuge,BA,-13.016667,-41.4
Habenaria meeana Toscano,Orchidaceae,Habenaria,Habenaria meeana,Mucuge,BA,-12.966667,-41.466667
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Mucuge,BA,-13.033333,-41.416667
Habenaria pratensis (Lindl.) Rchb.f.,Orchidaceae,Habenaria,Habenaria pratensis,Mucuge,BA,-13.1,-41.55
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Mucuge,BA,-12.966667,-41.466667
Cleistes pluriflora (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes moritzii,Mucuge,BA,-13.016667,-41.4
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Mucuge,BA,-13.016667,-41.35
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Mucuge,BA,-12.810225,-41.44148
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Mucuge,BA,-12.757028,-41.507231
Habenaria pubidactyla J.A.N.Bat. & Bianch.,Orchidaceae,Habenaria,Habenaria pubidactyla,Mucuge,BA,-12.759237,-41.507612
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-13.005833,-41.389444
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13.014444,-41.638889
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Mucuge,BA,-12.892564,-41.465467
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Mucuge,BA,-12.71596,-41.490171
"Bulbophyllum involutum Borba, Semir & F.Barros",Orchidaceae,Bulbophyllum,Bulbophyllum involutum,Mucuge,BA,-13.3,-41.3
Galeandra montana Barb.Rodr.,Orchidaceae,Galeandra,Galeandra montana,Mucuge,BA,-13.201111,-41.211944
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Mucuge,BA,-13.0225,-41.62
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.0225,-41.62
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Mucuge,BA,-13.0225,-41.62
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-13.0225,-41.62
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Mucuge,BA,-13.024167,-41.62
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.024167,-41.62
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Mucuge,BA,-13.024167,-41.62
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Mucuge,BA,-13.024167,-41.62
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Mucuge,BA,-13.024167,-41.62
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-13.024167,-41.62
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.024167,-41.620556
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Mucuge,BA,-12.99465,-41.341435
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.755556,-41.51
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-13.003833,-41.369944
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Mucuge,BA,-13.25825,-41.272417
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-12.973,-41.34
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-13.091868,-41.506603
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Mucuge,BA,-12.996325,-41.354553
Maxillaria notylioglossa Rchb.f.,Orchidaceae,Maxillaria,Maxillaria notylioglossa,Mucuge,BA,-12.894155,-41.409926
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Mucuge,BA,-12.936818,-41.53585
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-12.974597,-41.334555
Bletia catenulata Ruiz & Pav.,Orchidaceae,Bletia,Bletia catenulata,Mucuge,BA,-12.947362,-41.323754
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Mucuge,BA,-13.098889,-41.376944
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13.033889,-41.505833
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-12.995,-41.353611
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-12.997222,-41.342778
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-12.996944,-41.341944
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Mucuge,BA,-12.993611,-41.353333
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Mucuge,BA,-12.9925,-41.341389
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Mucuge,BA,-13.011944,-41.412778
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Mucuge,BA,-12.933333,-41.65
Pleurothallis ochreata Lindl.,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-12.933333,-41.65
Polystachya estrellensis Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Mucuge,BA,-12.933333,-41.65
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-12.933333,-41.65
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Mucuge,BA,-12.933333,-41.65
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Mucuge,BA,-13,-41.366667
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Mucuge,BA,-13.15,-41.6
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13,-41.366667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-12.988333,-41.340833
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.7575,-41.508056
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.760556,-41.515833
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Mucuge,BA,-13.006667,-41.374722
Veyretia sincorensis (Schltr.) Szlach.,Orchidaceae,Veyretia,Veyretia sincorensis,Mucuge,BA,-12.766667,-41.483333
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-12.995278,-41.326667
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Mucuge,BA,-13,-41.366667
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Mucuge,BA,-12.992222,-41.341389
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-13.001389,-41.371944
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.933333,-41.466667
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Mucuge,BA,-13.307778,-41.295556
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Mucuge,BA,-13,-41.366667
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Mucuge,BA,-12.760556,-41.515833
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Mucuge,BA,-13,-41.366667
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Mucuge,BA,-13,-41.366667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-12.992778,-41.341944
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.001389,-41.345278
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.000278,-41.391389
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-13,-41.333333
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Mucuge,BA,-13.024167,-41.62
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Mucuge,BA,-13.024167,-41.62
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Mucuge,BA,-13.00139,-41.38111
Cyrtopodium holstii L.C.Menezes,Orchidaceae,Cyrtopodium,Cyrtopodium holstii,Mucuge,BA,-13.137157,-41.292419
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Mucuge,BA,-12.974488,-41.3345
Bifrenaria tyrianthina (Lodd. ex Loudon) Rchb.f.,Orchidaceae,Bifrenaria,Bifrenaria tyrianthina,Mucuge,BA,-13.065833,-41.366389
Epidendrum lucidum Schltr.,Orchidaceae,Epidendrum,Epidendrum fruticosum,Mucuge,BA,-13.065833,-41.366389
Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,Cattleya,Cattleya sincorana,Mucuge,BA,-13.065833,-41.366389
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13.065833,-41.366389
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Mucuge,BA,-13.065833,-41.366389
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Mucuge,BA,-13.065833,-41.366389
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.994577,-41.341446
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-12.738295,-41.441287
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Mucuge,BA,-13.303056,-41.309444
Polystachya estrellensis Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Mucuge,BA,-12.756111,-41.511389
